label,conductor,discriminant,log_disc,tau,rank,analytic_rank,h_min,torsion
synthetic_22,17298,16753.760471594807,4.224112302045365,2.274841577956964,2,2,0.25316103194762557,7
synthetic_23,5043,2113361.9846829902,6.324973891035276,2.678538351953459,3,3,0.16837423508868551,1
synthetic_24,84854,1585875562.2487435,9.200269106847337,3.0532651796194314,3,3,0.09318304006057501,1
synthetic_25,6330,2.585033474408698e+20,20.412466171281743,3.850178246288138,4,5,0.011543187161423805,8
synthetic_26,2665,6068.991639642646,3.7831165392272332,2.1645805964585136,2,2,0.18109871296206415,4
synthetic_27,78,20872.130717154974,4.319566785982991,2.297187561453041,3,3,0.17724194386663109,7
synthetic_28,4270,7343.869980844025,3.865924979317664,2.1862334205994745,2,2,0.19953848274422625,16
synthetic_29,373,93588582133.03401,10.971222867764927,3.229308187138661,3,3,0.13358850365138303,2
synthetic_30,60,36216.49780915109,4.558906451066429,2.3511152266518027,2,2,0.20161484183255018,12
synthetic_31,65420,1829265955159.1978,12.262276851710011,3.3405600723559186,4,3,0.04390451210844844,1
synthetic_32,167,75430.32377192599,4.877545971855664,2.4186746640094237,1,1,0.18271274022628878,7
synthetic_33,52488,20860257.606664304,7.319319667295786,2.8245498272755767,2,2,0.19223161057197335,1
synthetic_34,195,5003.043353709839,3.6992342662644555,2.1421582884163195,2,2,0.3348133530811799,2
synthetic_35,105,699.05779799028,2.844513084630556,1.8794243504215276,2,2,0.28329908530915704,1
synthetic_36,2067,87342661368235.28,13.941226420925481,3.4688828252560353,3,3,0.01710521282322074,8
synthetic_37,100,56616.64150895834,4.752944103506879,2.392796682555443,2,2,0.22216030854285151,1
synthetic_38,72611,6.345175392894013e+24,24.80244363133431,4.0449746270863285,4,4,0.01,1
synthetic_39,33,56572197.25273811,7.752603046978128,2.882061109248585,3,3,0.08864785257173928,5
synthetic_40,100,572.3634881551062,2.7576719217360317,1.8484192624077487,3,3,0.2606825967690918,9
synthetic_41,588,2104.8577600797585,3.323222752855929,2.0349674660348858,2,2,0.3765023652382816,2
synthetic_42,8320,46721912375527.98,13.669520610584257,3.449201026647916,3,3,0.023124414088683674,2
synthetic_43,82802,289.02034319049454,2.4609284123912807,1.7345711274045628,2,2,0.34180669653228235,2
synthetic_44,3972,5.491591174209773e+19,19.739698198376527,3.8166641903003735,4,4,0.03755432731993541,10
synthetic_45,1009,10309896531748.52,13.013254306804743,3.4000008453710073,4,5,0.048574468149255985,3
synthetic_46,57666,2347086787721.3335,12.37052914870878,3.3493494075126162,3,3,0.15213441703831762,12
synthetic_47,350,698262766780188.6,14.84401888492657,3.5316294606717555,4,4,0.01473274081008616,7
synthetic_48,12,2745.3243327397877,3.4385936593866573,2.0690950130978667,2,2,0.22383070384894993,8
synthetic_49,8715,188306304.82725918,8.274864861205451,2.9472550354055795,3,3,0.06668113933407724,16
synthetic_50,447,3934043068621.7324,12.59483911012383,3.3673195808640584,4,4,0.03449706564582544,2
synthetic_51,10080,21055.48196950423,4.323365187067157,2.2980665227454717,2,2,0.26466373249865943,2
synthetic_52,38202,187.87864662459302,2.273877423101651,1.6555189354742161,2,1,0.31669944611189094,2
synthetic_53,21,120927.19579464439,5.0825239820463475,2.4598404303103307,2,3,0.20201579693448332,6
synthetic_54,23,226.212371974057,2.354516353609457,1.6903677816078115,1,1,0.40676563720041947,2
synthetic_55,29,4121328.347922793,6.615037216322786,2.7233778688493566,2,2,0.1526974889444539,5
synthetic_56,19,2889326.512077384,6.460796622626786,2.699785071635746,3,2,0.12086482047588956,3
synthetic_57,251,148687932.98343018,8.172275724060892,2.9347798617297043,4,4,0.06024563813156996,2
synthetic_58,546,44124099.63696232,7.644675856601241,2.8680418843319644,4,4,0.13890450062840087,7
synthetic_59,9480,18970964.86250197,7.278089419650085,2.8189008306567716,3,3,0.03008306023999468,2
synthetic_60,16159,2876194284536969.0,15.45881821893354,3.57221204427805,3,4,0.02055544922356891,1
synthetic_61,1642,343965739822.55035,11.536515187493068,3.27954968390337,4,4,0.10261399084687527,4
synthetic_62,2173,716.9903518265862,2.8555133116278193,1.8832840661101136,2,2,0.33789047455229937,1
synthetic_63,56,94188.49359625827,4.973997851063842,2.438256358595268,2,3,0.200037176046217,2
synthetic_64,13,5556.829416546756,3.744827065025519,2.154407883587643,2,2,0.27770854644557363,1
synthetic_65,57826,2.219167432145602e+17,17.346190070196748,3.6874053350309968,4,4,0.0697827169127904,2
synthetic_66,12894,1.9507046073573247e+24,24.290191509729006,4.024105072534332,5,5,0.01,7
synthetic_67,1889,414.98607346829976,2.6180335224534073,1.7964559172577375,2,2,0.27833357485917404,5
synthetic_68,44943,8.74551562508223e+20,20.941785420049847,3.875778910668307,4,4,0.07678979299169102,1
synthetic_69,101,9644.638157684038,3.9842859386601557,2.216390554146886,2,2,0.25750073893278697,1
synthetic_70,12,13469.051385332139,4.129337009782153,2.252149309015435,2,2,0.2710319705813241,12
synthetic_71,22,824571.990384595,5.916228578309127,2.6117316266572623,2,2,0.12792171532431562,4
synthetic_72,16602,7.81420668361014e+16,16.892884894009867,3.660924966337704,4,4,0.0315712870112888,3
synthetic_73,23,422498.4052499669,5.625825074013648,2.5614000624066544,3,3,0.16470471388626948,3
synthetic_74,6174,632093303143.613,11.800781189120388,3.3021981769961175,3,3,0.08125360798726158,1
synthetic_75,3042,773628.311038855,5.888532354434529,2.607039236044432,2,2,0.2072624262297738,2
synthetic_76,2183,277234790861367.78,14.442847730019894,3.504231770489274,4,4,0.015653862373149023,3
synthetic_77,78062,147552462.04985026,8.168946460503165,2.9343723936020223,3,3,0.1565512688963417,1
synthetic_78,1566,136910872.6065291,8.136437938459206,2.9303849297898292,2,2,0.0469219243249861,2
synthetic_79,5638,167017.48680967305,5.2227619443653275,2.487058815330123,3,3,0.18532562515553455,10
synthetic_80,87,24893172.765208192,7.396080253242075,2.8349826096120267,3,3,0.1273284352474373,1
synthetic_81,5606,7.541737572516776e+17,17.87747141632328,3.7175737853238995,3,3,0.01227379649275343,1
synthetic_82,1802,4216.396798377081,3.6249414748886966,2.1218705885659737,1,1,0.2597316586674089,2
synthetic_83,263,140276887.6821652,8.146986121641628,2.931680503081899,4,4,0.13250800672159357,3
synthetic_84,1810,69032034.07047457,7.839050670325406,2.893150184309834,3,3,0.15308781263504295,2
synthetic_85,209,124.83932303962177,2.096351404971236,1.574230852697744,1,1,0.2714638924242725,8
synthetic_86,22,234.9637993044752,2.3710009560020966,1.6973446555374259,2,2,0.32449921697360484,16
synthetic_87,918,2073533891591522.5,15.316711138234346,3.56297690885291,4,4,0.11561488444197884,7
synthetic_88,66,1012030855.0997468,9.005193753605838,3.0318339398693728,3,3,0.04808619761899497,5
synthetic_89,11779,8559894569592.5625,12.932468415596995,3.393773525890129,3,3,0.06564987745014685,2
synthetic_90,656,17103196117.28335,10.233077275678518,3.159657788939278,3,3,0.021406588345044518,1
synthetic_91,29,1184244.2101900103,6.073441270124777,2.6379578205025993,3,3,0.16387802839629997,5
synthetic_92,430,3.4170579112594012e+16,16.533652339152077,3.6394302848313664,3,3,0.014350418752373919,1
synthetic_93,13367,3.72233282835062e+19,19.570815202500743,3.8080718815114487,4,4,0.03547152714089469,1
synthetic_94,3427,214736138.72076374,8.331905139574886,2.9541245835092456,4,4,0.14232020155226915,5
synthetic_95,39688,8872134690985612.0,15.948028126367861,3.6033676383952975,4,4,0.01409978943884991,3
synthetic_96,18,51126.669581805,4.708647503476536,2.3834331577883394,2,2,0.16433396825568602,4
synthetic_97,46,2122919.150760397,6.326933454812618,2.6788481177048897,3,2,0.22765123062926132,2
synthetic_98,98,223.8305219092653,2.3499193073619424,1.6884134355216946,2,2,0.3386266293947672,2
synthetic_99,19276,2.5722101027473064e+21,21.41030643965541,3.897904860668903,4,4,0.010950814296035559,1
synthetic_100,7744,9125613952847560.0,15.960262092565692,3.604134458974737,4,4,0.11722537158148827,2
synthetic_101,53,22149309.309497423,7.345360187996973,2.828101292200647,2,2,0.03236291081615508,3
synthetic_102,1055,197.84564384109163,2.296326492425633,1.6653431141295505,2,3,0.3513310876038628,4
synthetic_103,12161,3420.605075732612,3.534102935824725,2.0964919460061378,2,2,0.2302682845357732,1
synthetic_104,22385,2518677261.5032783,9.401172521397285,3.0748668630638463,3,3,0.023974005266117458,1
synthetic_105,14163,43774.095128234716,4.64121717737396,2.3690090997954387,3,2,0.19284321232254548,2
synthetic_106,8912,7119131.989344934,6.852427044870249,2.7586353478877634,2,2,0.12680438723720858,2
synthetic_107,473,24660824.886428945,7.392007599333222,2.8344318076351356,4,4,0.17737952730000905,4
synthetic_108,51,2306.081904248441,3.362874727907276,2.0468286272103757,2,1,0.25403224292889975,1
synthetic_109,173,6163319.615302335,6.789814689808067,2.7494560948125684,3,3,0.19232336565913205,4
synthetic_110,324,11735389427.443745,10.06949750581222,3.143543250615422,4,4,0.022386766804245894,3
synthetic_111,840,78236012150874.47,13.893406705468088,3.465446835114762,3,3,0.015747525448799763,1
synthetic_112,38879,3.107031791078634e+22,22.49234569696897,3.947207505334338,4,4,0.057891736317288535,1
synthetic_113,60,14621080.897695208,7.164979480046761,2.803237642608674,3,3,0.0324065451869434,3
synthetic_114,7642,4.601730584940174e+23,23.66292118867011,3.997941761463127,4,5,0.0263503140310245,4
synthetic_115,66,4188365588.0294604,9.622044582733231,3.098089221930949,3,3,0.023518739374615228,7
synthetic_116,232,2798156.29320697,6.446871968691063,2.697627492327138,2,2,0.17542163498741212,2
synthetic_117,1615,11006092.019489115,7.041633139529952,2.7858725685615644,3,3,0.1279215194716353,2
synthetic_118,12,14903.078093140159,4.1732759771910874,2.2627337786727924,2,2,0.2616532079545837,7
synthetic_119,86618,5643813.061473717,6.751572620299362,2.7438079037816765,2,2,0.1644728537552963,4
synthetic_120,20843,180.50753677789274,2.256495339830132,1.6478453203103265,2,2,0.3734209421088823,4
synthetic_121,50,600367.7143768354,5.77841732939903,2.5881622719940527,3,3,0.046495421558061634,1
synthetic_122,8956,391543246089532.2,14.592779737021793,3.5145593130775703,3,3,0.015310047147960287,5
synthetic_123,154,22874089.754524007,7.359343820882625,2.8300032192428355,3,3,0.13105416485868157,1
synthetic_124,13,31930.074180835123,4.504199927505619,2.3390427239779896,2,2,0.17773995819412683,2
synthetic_125,12124,4281.760247140683,3.6316223457564325,2.1237119208881277,2,2,0.3376177100409601,2
synthetic_126,96,26261151327.67803,10.419313762282652,3.1776936216580736,3,3,0.11419052470945532,2
synthetic_127,23,908.685737495756,2.958413711528361,1.918685661666319,2,2,0.31445689051924464,3
synthetic_128,31030,3.1540228497924675e+22,22.498864835315914,3.94749730142186,4,4,0.05977955218802966,1
synthetic_129,907,1.0017596608208008e+17,17.00076353939616,3.667290702377692,4,4,0.029537512284485933,3
synthetic_130,45914,2.9046816119304876e+19,19.46309853543214,3.802552735200821,4,5,0.012240265977795149,5
synthetic_131,16,48162.0921310474,4.682705344139189,2.3779084531493133,3,3,0.26845473508947704,3
synthetic_132,839,44666948881.311356,10.649986287612512,3.19959104985444,2,2,0.0215565866107225,3
synthetic_133,4432,3874209945351.797,12.58818315165342,3.3667909740466393,4,4,0.0348506445553754,2
synthetic_134,91488,9222766.80369278,6.9648612277042625,2.7749101280463835,3,3,0.12279511483466007,1
synthetic_135,16,146.38403997289717,2.1654937288429648,1.6066808309767846,3,3,0.29748012588385386,2
synthetic_136,23,113014.98699922094,5.05313603940799,2.4540414936983885,2,2,0.1746292255565518,5
synthetic_137,2272,1.2782407750581187e+18,18.10661266714799,3.730309657525471,3,3,0.013139704721031396,1
synthetic_138,2260,7.563971215267262e+18,18.878749867466183,3.7720693891261057,4,3,0.023738616251475074,16
synthetic_139,84,597798290.0550065,8.776554668447094,3.006116369100501,3,3,0.2155740829402037,1
synthetic_140,76,561634494.5264785,8.749453773485087,3.0030237177814834,3,2,0.08488721177125214,3
synthetic_141,2449,6083158.335742192,6.784129120662199,2.74861837667291,2,1,0.29439583132629754,7
synthetic_142,79,5537435.41200357,6.7433086737008265,2.74258315086218,3,3,0.22689077737786187,8
synthetic_143,115,35695669214.569885,10.55261552842854,3.190406191830186,3,3,0.12018678087466934,1
synthetic_144,430,330121.28591280256,5.518673528136529,2.542169973785781,3,3,0.26314045082393867,1
synthetic_145,5407,4.376179380850937e+18,18.641095115545905,3.759401003613646,2,2,0.012338932402931303,2
synthetic_146,5153,28080060.33255584,7.448398036579845,2.842031425870449,3,3,0.1350262397086408,8
synthetic_147,29456,1.3162142851353133e+23,23.11932659997391,3.9747013623292475,4,4,0.0643852940938555,6
synthetic_148,43,2918809571.7399216,9.465205761777908,3.0816549688993518,3,3,0.03964307816649384,1
synthetic_149,18701,213383422019549.34,14.32916067560813,3.4963291142357735,4,4,0.03430144611633768,1
synthetic_150,3435,1.1156581938026115e+17,17.047531159402013,3.670037838457872,4,3,0.01342720498523726,2
synthetic_151,52,879422088.6114361,8.944197369677575,3.0250374286888633,3,4,0.0586357982241929,5
synthetic_152,18,9335.58578939284,3.9701415742528523,2.2128342003320856,2,2,0.23980304490781068,16
synthetic_153,75077,407566.26753690955,5.610198232182242,2.5586184996631323,3,3,0.16710616792378175,2
synthetic_154,124,8402931.218924746,6.924430808698093,2.7690883002534656,2,2,0.12352704446488776,4
synthetic_155,76,56231103.085270636,7.749976603145668,2.8817222696597082,2,3,0.15663852514668197,1
synthetic_156,8415,1.5087189074536072e+21,21.178608333007332,3.8870240766055617,3,3,0.010582002251606047,5
synthetic_157,63,652923815.2818577,8.814862509708563,3.0104716636657205,3,3,0.22033227322472565,1
synthetic_158,65,1731.6274330252015,3.238454457435121,2.0091286419321404,3,3,0.14453079226135737,6
synthetic_159,150,31206588961631.67,13.4942463006711,3.4362958398930377,3,3,0.016093821401614312,4
synthetic_160,97,18359.007523038763,4.263849199799973,2.284204765585542,2,2,0.17085444537510824,3
synthetic_161,540,19861.73540316191,4.2980171919483965,2.2921862434482683,3,3,0.19992748271157382,16
synthetic_162,7718,2.409920613902342e+18,18.38200273655329,3.74540451905522,4,4,0.05699455568300337,1
synthetic_163,1921,11847661017.8473,10.073632619771724,3.14395382374798,3,2,0.023228326421292647,3
synthetic_164,22,155.2780683449822,2.191110119802169,1.6184407646631782,2,2,0.29178674746156696,3
synthetic_165,5726,1709360.6401432613,6.2328336996433675,2.663863522090365,3,3,0.19743704745862217,10
synthetic_166,16,579703.3436341451,5.7632058053175905,2.58552632855497,3,3,0.1995360006364304,2
synthetic_167,18167,2.1212488411039593e+22,22.326591618058888,3.9398108625514325,4,4,0.01677317743302571,4
synthetic_168,1275,2486.3701108343616,3.3955657764090574,2.0565028422736384,2,2,0.23415415748127782,4
synthetic_169,983,35869922770807.914,13.55473044162584,3.4407680417320075,3,3,0.04310457555010861,4
synthetic_170,19,1658.922565230916,3.219826114609181,2.0033598016719623,2,2,0.26402066815010816,5
synthetic_171,503,14385102.28318708,7.157912954225359,2.8022508968899302,3,3,0.17896761162874975,5
synthetic_172,884,6.230638711730424e+16,16.794532569092844,3.655085836373424,3,4,0.013695526443409295,2
synthetic_173,729,545655.1972889327,5.736918296152615,2.5809546292031986,2,2,0.23571610623121608,4
synthetic_174,310,22825425.28107041,7.358418878013631,2.8298775285534097,3,3,0.08503638388652879,2
synthetic_175,2353,152986126464763.25,14.184652048641214,3.486192983679627,4,4,0.01578646054282881,8
synthetic_176,10,31675.5146322434,4.500723679597401,2.338270646782763,2,2,0.1831875753700781,8
synthetic_177,586,253326714.1110106,8.403680989945528,2.9627022681986626,3,3,0.12089969729191305,3
synthetic_178,62277,274084314413.073,11.437884181986886,3.270963464967388,4,4,0.01966216613850979,6
synthetic_179,6630,9.875346997791151e+19,19.99455236471149,3.829492299934871,4,4,0.12617302427940652,16
synthetic_180,31,214.48605387615788,2.3313990591243243,1.680500987184653,1,1,0.3511213108846806,1
synthetic_181,25,3255114.069612365,6.512566212239134,2.7077660192222663,3,3,0.035630015689802015,2
synthetic_182,78053,988275389.8080848,8.994877980628875,3.030687747314294,2,2,0.10365107659676186,1
synthetic_183,33,103068334.9019828,8.013125259952844,2.9151133000136653,3,3,0.13272213573895406,5
synthetic_184,42,879831762.6428783,8.944399636308196,3.0250600427184113,3,2,0.028919020303662474,4
synthetic_185,974,1.115909009928626e+16,16.04762878412044,3.6095935446023164,3,4,0.026371737247849823,9
synthetic_186,2526,9.015153938108128e+17,17.954973146909794,3.7218995773475956,4,4,0.1067172223528352,1
synthetic_187,2629,5.3723597983966406e+17,17.730165090598625,3.709299876661203,4,4,0.012380963481154613,6
synthetic_188,50431,3.304999007512191e+25,25.51917133340349,4.073462431935724,4,4,0.04137948732841875,2
synthetic_189,153,556690.8855341083,5.745614110844128,2.582469245673797,3,3,0.24534191237859504,2
synthetic_190,1563,296030978346.05273,11.471337160453492,3.273883948535458,3,3,0.05360306105501776,1
synthetic_191,3717,952360568994.6469,11.978801405818787,3.3171709833322,4,4,0.053123869335988394,9
synthetic_192,17991,245070.95631692134,5.3892918454883585,2.518446438511077,2,2,0.18632013602175354,2
synthetic_193,1576,445889472428395.56,14.649227218659925,3.518420029740197,4,4,0.03441764192405609,8
synthetic_194,19,2037446.4435317041,6.309086201665096,2.6760232938282913,2,2,0.12490677028970129,1
synthetic_195,46,1973239.0834449732,6.295179708835708,2.6738166602058397,3,3,0.15974945054592346,3
synthetic_196,22,39382.91635870483,4.595307873092003,2.3590682005721337,2,2,0.21018560317819446,6
synthetic_197,54,216417711.01268435,8.335292799319614,2.954531089726283,3,3,0.09349241543423392,2
synthetic_198,1276,109.89596151325469,2.040981733144741,1.5474633790820314,2,2,0.4505005528400125,6
synthetic_199,3858,641143074.7393353,8.806954955628353,3.009574190448042,3,3,0.1055394628447023,1
synthetic_200,161,918089995592.3375,11.962885254919604,3.315841406726391,4,4,0.07884704430453379,1
synthetic_201,496,148151.81086763195,5.170706964253556,2.4770418679890973,2,2,0.2400498967410281,1
synthetic_202,177,18088.167439575496,4.257394569557732,2.2826898150333843,2,2,0.25853073705917345,1
synthetic_203,36,1293599.1835136234,6.111799732782977,2.6442537303421987,2,2,0.2495828087464427,5
synthetic_204,11,165180.08770425426,5.217957692370651,2.4861385239132656,2,1,0.23599988668766686,1
synthetic_205,22,2055.570318908012,3.312932338129923,2.031866145214969,2,2,0.22921941681793184,1
synthetic_206,1191,300687075992960.75,14.478114761836588,3.5066706277235298,4,4,0.01631827896147823,3
synthetic_207,198,4601975689.549954,9.662944320129627,3.102330842076284,4,4,0.09924425870867748,1
synthetic_208,1774,168712.39993403706,5.227147003306513,2.4878980684222842,2,2,0.21486015994357444,1
synthetic_209,633,21137618.429733243,7.325056053875369,2.825333252528001,3,2,0.15307333579177035,1
synthetic_210,78824,2.994360928668051e+21,21.476304147336872,3.900982639904721,4,4,0.04758058379771267,1
synthetic_211,106,188817160311.8729,11.276041461837497,3.2567126954917756,3,3,0.18073800071117002,1
synthetic_212,29,13437.718031103537,4.128325523878245,2.2519043278467707,2,2,0.16690221729445048,3
synthetic_213,20005,1.0472244275089567e+24,24.020039763994014,4.012920917351963,4,4,0.07508441791974568,2
synthetic_214,1010,34571982384.75068,10.5387242830447,3.189088945271493,4,4,0.12036171645310126,5
synthetic_215,36,34364178.37885113,7.536105964721236,2.853738043559206,3,4,0.09056109832864279,4
synthetic_216,19494,6.763530715684015e+21,21.830173466657925,3.917325562029173,4,4,0.04847040403269576,6
synthetic_217,50,185617.57742902363,5.268619100217819,2.495800743146085,2,2,0.1323202405397783,1
synthetic_218,34,2880641.3070443706,6.459489183976503,2.6995826862281294,3,3,0.16909530373414836,3
synthetic_219,572,65315775552.696724,10.815018087983157,3.214968177141931,3,3,0.021383799490474153,1
synthetic_220,13275,2079.0460679568187,3.317864112630063,2.033353681575395,2,2,0.24398733825001376,2
synthetic_221,25,264.14216652834835,2.4218377356591203,1.7185590921225993,2,2,0.31431179809158505,4
synthetic_222,167,127437139.60363872,8.10529601492508,2.926550122276386,3,3,0.09511909469183524,2
synthetic_223,60,302359.03043502587,5.480522944033523,2.5352329693982862,3,3,0.21264442516723717,1
synthetic_224,461,185.1971346944561,2.2676342631449815,1.6527695584734767,2,2,0.2837720073194374,3
synthetic_225,72,9336.638771099626,3.9701905565413638,2.2128465379239404,2,2,0.2623752912229874,3
synthetic_226,656,3381.589540558593,3.5291208915264534,2.0950812459501096,2,2,0.2520206543088586,5
synthetic_227,801,96741782.18484509,7.985614083733795,2.911674128620887,4,4,0.09755331647437374,12
synthetic_228,14047,3.120742974578522e+17,17.49425800150133,3.6959051581362585,3,3,0.013456217192985334,9
synthetic_229,701,1318963687606.7405,12.12023283914826,3.328908636855439,3,3,0.0888346407380191,1
synthetic_230,1184,40507743308539.0,13.60753804925744,3.4446563527677614,4,4,0.043555715474473185,1
synthetic_231,7333,2812.333065967951,3.4490667530996513,2.0721361333498556,2,2,0.3228978379198727,2
synthetic_232,12549,1752445.6917323726,6.243644568067278,2.6655965225248814,3,3,0.18683969172763623,1
synthetic_233,21,10700.911311579252,4.0294207646699824,2.227655080025158,2,2,0.2963309149745175,1
synthetic_234,30,31209472.711256657,7.494286431256615,2.8481733663003763,3,3,0.22694886439729975,12
synthetic_235,15662,1.9904794398810212e+24,24.298957696015904,4.02446590150645,5,5,0.0946848272851566,7
synthetic_236,4225,269683823.05854887,8.430854896148421,2.9659306232882137,3,3,0.02688799674741644,12
synthetic_237,91,5979.867806540616,3.7766915833990256,2.1628808291440764,2,2,0.2830267757886093,7
synthetic_238,27892,2.038940910037433e+25,25.309404639796515,4.065208496801992,4,4,0.01,7
synthetic_239,8202,2.8804050702156816e+16,16.459453566713783,3.634932442297817,4,3,0.01449191929145433,5
synthetic_240,27,435.8220196519028,2.639309168938525,1.8045496497300286,2,2,0.3281405693835826,2
synthetic_241,450,5392646326444.122,12.731801938272506,3.3781353983319513,3,3,0.05564788877991836,1
synthetic_242,2035,11780027337.716047,10.071146298312327,3.143706978500173,3,3,0.02331156845700715,8
synthetic_243,129,69731321402.73097,10.843427895127146,3.2175916177581425,3,3,0.11632161126853527,7
synthetic_244,2883,1515433057.5596502,9.18053675668875,3.0511181183985707,4,4,0.2171408900820619,7
synthetic_245,21415,1.7551814585451186e+19,19.24432202243775,3.7912485025991662,4,4,0.06856182353751343,7
synthetic_246,760,8067.722819326465,3.9067509688534594,2.196738519553941,3,3,0.1737570452706656,1
synthetic_247,35,103.34018659138826,2.014269241373927,1.534288915502012,1,1,0.3191233096235477,2
synthetic_248,31408,1.2215170272894987e+20,20.086899525182833,3.8341002829056214,4,4,0.011570300510320626,2
synthetic_249,2497,266.8661562467072,2.426293500399472,1.7203972296555883,2,2,0.24284178327764527,4
synthetic_250,9631,6284056.223810998,6.798240062042925,2.7506962095263363,3,3,0.2009873065890236,1
synthetic_251,8750,7011816343.7993,9.84583053236199,3.121080514609919,3,3,0.11970423218423713,1
synthetic_252,3549,274801.6121041965,5.439019276152808,2.527631209744424,3,2,0.21986918604810554,1
synthetic_253,281,210.77754330212477,2.3238243383265913,1.6772466954628713,2,2,0.23170184103680697,12
synthetic_254,108,60192278731.93082,10.77954078495912,3.211682411023597,3,3,0.08328243216346971,2
synthetic_255,854,1575.4059658505723,3.1973924857512217,1.9963680746816395,2,2,0.35933276008591813,5
synthetic_256,11535,1720821608818416.5,15.235735850965922,3.5576761565498014,4,5,0.01518881944242884,1
synthetic_257,15,1375.565046388824,3.13848113170848,1.9777714121233774,2,3,0.23916469425941625,6
synthetic_258,629,1007.0822254901034,3.0030649309496154,1.9336658560432403,2,2,0.280304376323075,9
synthetic_259,36,110458.58637668526,5.043199480923386,2.4520731435632768,3,3,0.17591165259605493,4
synthetic_260,71380,3.316851675905695e+27,27.520726051026276,4.148971840633188,4,4,0.01,5
synthetic_261,84176,5.066471422029929e+19,19.70470559731021,3.814889915276345,4,5,0.011531327163287468,12
synthetic_262,53,20924823.258248635,7.320661798407639,2.824733178753003,2,2,0.11451089035453449,3
synthetic_263,83573,7984317185772.954,12.902237781447491,3.3914332130011915,4,4,0.05254260305481745,4
synthetic_264,80,2160099.949504187,6.334473846759205,2.6800392006008806,3,3,0.1040842143850739,1
synthetic_265,28050,2.743563080246669e+20,20.438314949984296,3.8514437683390215,4,4,0.0107434443231047,16
synthetic_266,14995,6791027805.694801,9.831935508678363,3.1196682581612882,3,3,0.12908830962837198,6
synthetic_267,11,20383.205772443394,4.309272488786871,2.294801539010812,2,3,0.18428246929630657,16
synthetic_268,12247,2554.341434919291,3.407278948287825,2.059946455622998,2,2,0.25614211342448323,2
synthetic_269,26,39182928.09682028,7.593096887217054,2.8612719754683735,3,4,0.08806230824036267,1
synthetic_270,23,2862878.7561492207,6.456802955897836,2.699166742071973,2,2,0.08864978766101059,1
synthetic_271,38710,27797621772808.375,13.444007641417084,3.432565923499309,3,3,0.04853696478271605,2
synthetic_272,38792,407795859076971.2,14.610442811463818,3.5157689793441307,3,3,0.03478244801088918,5
synthetic_273,19120,4.1629658272767934e+20,20.61940284588893,3.860264963470232,4,3,0.01086785682860478,16
synthetic_274,4695,233746.0763192988,5.368744329503147,2.5146264957935234,2,2,0.2277603708617057,1
synthetic_275,1733,379980805795638.44,14.579761659386351,3.51366682460201,3,3,0.06030035567846119,7
synthetic_276,1456,29479511.740822416,7.469520286174036,2.8448632236122364,3,3,0.11336074100521898,2
synthetic_277,948,34415029.655130506,7.536748148117676,2.85382325414932,3,3,0.0757415164832752,1
synthetic_278,91,139560.14071070848,5.144761398651205,2.4720114380749636,3,3,0.17019557324057644,4
