label,conductor,discriminant,log_disc,tau,rank,analytic_rank,h_min,torsion
synthetic_172,80068,8598093.170512332,6.934402146901033,2.7705272872093674,3,3,0.1434541964981662,3
synthetic_173,7530,4.382547060318342e+22,22.64172658829734,3.9538269584090653,4,4,0.01,4
synthetic_174,19,1658.922565230916,3.219826114609181,2.0033598016719623,2,2,0.268450005313336,5
synthetic_175,503,14385102.28318708,7.157912954225359,2.8022508968899302,3,3,0.13708367952426356,5
synthetic_176,884,6.230638711730424e+16,16.794532569092844,3.655085836373424,3,3,0.014198567993032277,9
synthetic_177,69,72487777.40187691,7.860264783751428,2.8958527386218416,3,3,0.11460714889356871,9
synthetic_178,52,3538465250.53436,9.54881493497723,3.0904495014624214,3,3,0.07711189562947725,1
synthetic_179,30408,577523100724721.9,14.761569360541019,3.526059584008061,4,4,0.01483058294769821,12
synthetic_180,107,257733.53448006674,5.4111709295797485,2.5224979526869746,2,1,0.18049186921392082,1
synthetic_181,34264,20092422521.473938,10.303032302317256,3.166470695440103,3,3,0.0633445061015391,2
synthetic_182,2246,6301564.474165332,6.799448384080301,2.7508739341514215,3,3,0.1205020287717644,2
synthetic_183,1361,177926544037472.94,14.250240743300676,3.4908062460866227,4,4,0.03085549704035188,3
synthetic_184,13,496.19402424188723,2.6956515296774217,1.8256723753732351,2,2,0.3043721735229223,1
synthetic_185,25,3255114.069612365,6.512566212239134,2.7077660192222663,3,3,0.11875203714957572,1
synthetic_186,196,2329538021.2815404,9.367269803128526,3.071254122639565,3,3,0.06612069723744965,3
synthetic_187,31,779.6770391332354,2.891914744782988,1.8959512694360077,2,2,0.288268826452035,1
synthetic_188,8381,7782088.867611728,6.8910961859245505,2.764262615721019,3,3,0.13299579390001495,7
synthetic_189,28736,72489.56246877415,4.860275478453152,2.4151275643632393,3,3,0.19817500315419917,4
synthetic_190,2035,62410.99684226527,4.795261119283939,2.401660608677073,2,2,0.20854476292484103,16
synthetic_191,10226,135347599.66268057,8.131450558130195,2.929771773326861,3,3,0.09718511690752535,10
synthetic_192,565,2785736021381498.5,15.444939959938237,3.571313884264764,4,4,0.02190190663569622,1
synthetic_193,3947,132332106723968.77,14.121665226510853,3.481742604248268,4,4,0.053562135230238145,3
synthetic_194,2431,15136364230.04698,10.180021569718152,3.154459575200912,3,3,0.06857415413146804,4
synthetic_195,10898,113244459708387.77,14.054016964089444,3.4769407050820864,3,3,0.03542306085826777,2
synthetic_196,1576,445889472428395.56,14.649227218659925,3.518420029740197,4,4,0.030943275397583975,8
synthetic_197,19,2037446.4435317041,6.309086201665096,2.6760232938282913,2,2,0.14418864208282997,1
synthetic_198,46,1973239.0834449732,6.295179708835708,2.6738166602058397,3,3,0.15147569646606243,3
synthetic_199,22,39382.91635870483,4.595307873092003,2.3590682005721337,2,2,0.20765898480590753,6
synthetic_200,54,216417711.01268435,8.335292799319614,2.954531089726283,3,3,0.09950609233747007,2
synthetic_201,1276,109.89596151325469,2.040981733144741,1.5474633790820314,2,2,0.3604823621273617,6
synthetic_202,3858,641143074.7393353,8.806954955628353,3.009574190448042,3,3,0.0949233097107608,1
synthetic_203,161,918089995592.3375,11.962885254919604,3.315841406726391,3,3,0.056055291828383,1
synthetic_204,496,148151.81086763195,5.170706964253556,2.4770418679890973,2,2,0.19631906052263093,1
synthetic_205,177,18088.167439575496,4.257394569557732,2.2826898150333843,2,2,0.22842265111626836,1
synthetic_206,36,1293599.1835136234,6.111799732782977,2.6442537303421987,3,3,0.17372303342126025,5
synthetic_207,11,165180.08770425426,5.217957692370651,2.4861385239132656,2,1,0.1941704813860532,1
synthetic_208,22,2055.570318908012,3.312932338129923,2.031866145214969,2,2,0.25767136180835337,1
synthetic_209,1191,300687075992960.75,14.478114761836588,3.5066706277235298,4,4,0.015519571545833059,4
synthetic_210,1354,29785974.853475533,7.474011818521041,2.8454643575945897,3,3,0.13862685282962459,2
synthetic_211,17,18789595.617113423,7.273917433472211,2.8183274408371695,3,3,0.1146188005359078,3
synthetic_212,24,4727251.94036358,6.6746087487793115,2.7323430334012926,3,3,0.12677067354554383,10
synthetic_213,86,2713.7353396973067,3.4335674902972952,2.0676322505473146,2,2,0.2601427556551672,4
synthetic_214,22,689.3643883007242,2.838448844543417,1.8772901667108253,2,2,0.29584706647887227,1
synthetic_215,163,774888.8074911489,5.889239387980426,2.607159298406347,2,2,0.16659015061126148,2
synthetic_216,2525,9.080671569194509e+18,18.958117968345995,3.7762646738750165,4,4,0.013140585078100432,1
synthetic_217,52769,7.938557337391343e+22,22.899741585885927,3.96515807128535,4,4,0.01,7
synthetic_218,14458,6704.228895000516,3.8263488335068643,2.1759434865758642,2,2,0.23641257259279114,2
synthetic_219,79880,6.024105289390603e+24,24.779892553863583,4.044064985437275,4,4,0.012482720509335847,6
synthetic_220,50,185617.57742902363,5.268619100217819,2.495800743146085,2,2,0.1720127711812221,1
synthetic_221,34,2880641.3070443706,6.459489183976503,2.6995826862281294,3,3,0.14963523798110026,3
synthetic_222,572,65315775552.696724,10.815018087983157,3.214968177141931,3,3,0.04994015308525615,1
synthetic_223,17,54094.53075266601,4.733153357823589,2.3886240974691524,2,1,0.19825236564618043,1
synthetic_224,19,4523.387069065915,3.655463752186985,2.130255411984217,2,2,0.2387164884584534,4
synthetic_225,82,9457.588049752394,3.975780393247213,2.2142534994301633,2,2,0.22288146890480875,5
synthetic_226,14735,8.429696191331315e+16,16.92581192280909,3.6628722347012435,4,4,0.01313830768469744,2
synthetic_227,71662,365633.1118194203,5.563045518651782,2.5501781587005508,3,3,0.16810203601069157,4
synthetic_228,57,68883.63238535468,4.838116040352128,2.4105578423387524,2,2,0.2083648941369368,1
synthetic_229,14,1690.9159315094118,3.228122016001551,2.0059329941982704,2,2,0.2913128044024822,1
synthetic_230,32,7752.517571424685,3.8894427592581717,2.1922983430690866,2,2,0.24238549801151363,8
synthetic_231,371,8087.107240537067,3.907793202188727,2.197005261495284,2,3,0.22891530471763305,2
synthetic_232,104,259.6495441012366,2.4143875643873005,1.7154781036644575,2,2,0.3238224223837747,4
synthetic_233,38060,6.494814756671017e+17,17.812566768757335,3.7139366516912644,4,4,0.01228220968948445,3
synthetic_234,5259,4422.912000012685,3.645708298562664,2.1275831124241,2,2,0.25025217266934746,1
synthetic_235,66989,489838255554.911,11.69005269979158,3.2927707288305466,3,3,0.03978469242287498,4
synthetic_236,55,584.1722981992224,2.766540958620988,1.8516302337071064,2,2,0.30124206586128,1
synthetic_237,21,10700.911311579252,4.0294207646699824,2.227655080025158,2,2,0.2438845595217933,1
synthetic_238,30,31209472.711256657,7.494286431256615,2.8481733663003763,3,3,0.1403487706012564,12
synthetic_239,15662,1.9904794398810212e+24,24.298957696015904,4.02446590150645,4,4,0.022713964284396634,7
synthetic_240,4225,269683823.05854887,8.430854896148421,2.9659306232882137,3,3,0.07951064714907896,4
synthetic_241,59197,148946.65389030348,5.173030751167712,2.477491180803707,3,3,0.1836580766909944,1
synthetic_242,18356,3.7573064890399794e+22,22.574876622550697,3.950870079311295,4,4,0.01,2
synthetic_243,23334,1.4158310961892263e+21,21.151011446596506,3.8857201721308954,4,4,0.01366645744510413,16
synthetic_244,56176,1646512.1765181324,6.21656494681536,2.661249940093235,3,3,0.14516454699102024,1
synthetic_245,1055,212029728265547.62,14.326396756761493,3.49613620793048,4,4,0.04275091411753339,1
synthetic_246,1820,4.632764207430555e+17,17.66584019659475,3.705665287712862,4,4,0.023590225176415017,2
synthetic_247,10,34497.74020956616,4.537790647344028,2.346472697298603,3,3,0.2050967280054528,3
synthetic_248,8556,1269848.2132475458,6.103751812224757,2.642936078545148,3,3,0.1488994306310336,1
synthetic_249,11065,8.123281855710499e+17,17.90973152232903,3.719376670830164,4,4,0.012214799096563742,8
synthetic_250,96680,253205623671758.22,14.40347334708975,3.501501827403754,4,4,0.034914053452766054,2
synthetic_251,447,111.17289210801607,2.045998903764906,1.5499185769829684,1,1,0.3502784390563126,1
synthetic_252,2253,40953434153380.72,13.61229032542072,3.4450055302971823,3,3,0.02981609803918768,3
synthetic_253,2593,1.4540265466547754e+17,17.162572335656744,3.6767634310837383,4,4,0.01305573734060252,1
synthetic_254,17,921824.3883553776,5.96464819390355,2.619882520668525,3,3,0.16601041980297296,2
synthetic_255,38,124958.54942017578,5.096765975060196,2.462638661300287,2,2,0.1868178764766214,5
synthetic_256,98489,3.333801976122022e+20,20.522939799681666,3.8555757203807604,4,4,0.010996345904395802,2
synthetic_257,22866,4795015658383447.0,15.68079002972116,3.5864688434495022,3,3,0.0281603264898246,2
synthetic_258,12,85204.0851189314,4.930460417561047,2.4294648199279014,2,2,0.1764481311693934,12
synthetic_259,108,60192278731.93082,10.77954078495912,3.211682411023597,3,3,0.06721158086112676,2
synthetic_260,854,1575.4059658505723,3.1973924857512217,1.9963680746816395,2,2,0.2884426962191284,5
synthetic_261,11535,1720821608818416.5,15.235735850965922,3.5576761565498014,4,4,0.02113919093599805,12
synthetic_262,18,2046.2987670936618,3.310969042586059,2.031273353901055,2,3,0.2566153131986092,16
synthetic_263,305,6060821107534.259,12.78253146547226,3.38211195482244,3,3,0.03818517216478773,1
synthetic_264,3011,372555843.5653966,8.57119137972744,2.982439185666724,3,3,0.08925771236027086,1
synthetic_265,8507,59454.23374871745,4.7741827862589545,2.3972552602948407,2,2,0.2093093255384142,6
synthetic_266,3145,3.860733066411494e+20,20.58666977525987,3.858676213296673,4,4,0.010648787298323137,2
synthetic_267,61396,11557327.191985548,7.062857408480166,2.788882146950515,3,3,0.12730143844761807,3
synthetic_268,83573,7984317185772.954,12.902237781447491,3.3914332130011915,4,4,0.044149877906415766,4
synthetic_269,80,2160099.949504187,6.334473846759205,2.6800392006008806,3,3,0.13944483256744217,1
synthetic_270,28050,2.743563080246669e+20,20.438314949984296,3.8514437683390215,4,4,0.010683981060659703,16
synthetic_271,14995,6791027805.694801,9.831935508678363,3.1196682581612882,3,3,0.0864538696779065,6
synthetic_272,11,20383.205772443394,4.309272488786871,2.294801539010812,2,3,0.21182260961339358,16
synthetic_273,12247,2554.341434919291,3.407278948287825,2.059946455622998,2,2,0.2592556013049953,2
synthetic_274,26,39182928.09682028,7.593096887217054,2.8612719754683735,3,4,0.11078800143373606,1
synthetic_275,23,2862878.7561492207,6.456802955897836,2.699166742071973,3,3,0.13360584633561431,1
synthetic_276,38710,27797621772808.375,13.444007641417084,3.432565923499309,3,3,0.040027171244326455,2
synthetic_277,38792,407795859076971.2,14.610442811463818,3.5157689793441307,3,3,0.031195957966558795,5
synthetic_278,19120,4.1629658272767934e+20,20.61940284588893,3.860264963470232,4,3,0.010699532917366854,16
